,Tc=512 Tg=512 cache_length=0,Tc=512 Tg=512 cache_length=128.0,Tc=512 Tg=512 cache_length=256.0,Tc=512 Tg=512 cache_length=384.0,Tc=512 Tg=512 cache_length=512,Tc=256 Tg=256 cache_length=0,Tc=256 Tg=256 cache_length=64.0,Tc=256 Tg=256 cache_length=128.0,Tc=256 Tg=256 cache_length=192.0,Tc=256 Tg=256 cache_length=256,Tc=128 Tg=128 cache_length=0,Tc=128 Tg=128 cache_length=32.0,Tc=128 Tg=128 cache_length=64.0,Tc=128 Tg=128 cache_length=96.0,Tc=128 Tg=128 cache_length=128
runtime_mean(ms),18216.61376953125,15948.343383789062,12976.502685546875,9360.904174804688,4701.5423583984375,3708.9683227539062,3202.43505859375,2567.8316345214844,1799.6417541503906,896.1042251586914,895.882209777832,784.2167282104492,625.3951644897461,431.4449119567871,225.18192672729492
runtime_std(ms),42.04295050976747,20.685452379715546,7.001755353829337,5.930781577629593,0.374141246279768,4.412496465780853,2.6563785774302366,1.7375344244609336,2.4030196345905526,0.7897403756796466,2.465139035153575,1.9631775519241723,2.147595420219451,0.8300152768068915,1.1113942567623192
mem_mean(MB),1510.488739,2867.534804,4224.5762,5581.609706,6938.647141,774.653754,1301.829806,1829.005984,2356.168558,2883.535736,472.809928,698.452168,923.944668,1149.580964,1375.322908
mem_std(MB),294.35298708137907,294.3645286953566,294.37133403238033,294.3591716386047,294.3545201782623,114.39149251173907,114.38865029092545,114.40418306505882,114.41624603387753,114.42194968985501,49.008402077535074,49.00460422903497,49.08789984864604,49.03270265656993,49.118146264385025
