,Tc=512 Tg=512 cache_length=0,Tc=512 Tg=512 cache_length=128.0,Tc=512 Tg=512 cache_length=256.0,Tc=512 Tg=512 cache_length=384.0,Tc=512 Tg=512 cache_length=512,Tc=256 Tg=256 cache_length=0,Tc=256 Tg=256 cache_length=64.0,Tc=256 Tg=256 cache_length=128.0,Tc=256 Tg=256 cache_length=192.0,Tc=256 Tg=256 cache_length=256,Tc=128 Tg=128 cache_length=0,Tc=128 Tg=128 cache_length=32.0,Tc=128 Tg=128 cache_length=64.0,Tc=128 Tg=128 cache_length=96.0,Tc=128 Tg=128 cache_length=128
runtime_mean(ms),8802.471435546875,7836.6173095703125,6486.012634277344,4879.686279296875,2924.4847717285156,1877.1705322265625,1652.6561279296875,1345.9620819091797,998.3329086303711,581.885612487793,439.2951469421387,398.2597465515137,338.86787033081055,263.60689544677734,174.71630859375
runtime_std(ms),19.01171137455142,5.649436955912502,3.579126254903385,4.350334185884718,0.862004798743836,4.287175789755278,2.606867441958892,3.1349232173163957,1.1368265178470514,1.1805384312868774,0.6793442873797617,0.8581983645775355,0.9089642634605277,0.8177652264513188,0.2962298871894999
mem_mean(MB),905.709287,1710.82423,2516.012337,3320.939289,4125.843415,478.032358,779.620822,1080.96614,1382.433074,1684.252908,308.776792,435.117744,561.322476,687.439644,813.27534
mem_std(MB),174.50643922306597,174.5289785521539,174.480829970299,174.51432680064187,174.48469561364905,65.40607497183137,65.45964844105507,65.4692930191201,65.5018737528136,65.53593505224602,27.314016229502684,27.615427247265686,27.639342513745003,27.5514825994296,27.55826975072535
